Titre;Créateur;Sujet;Editeur;Type;Format;Identifiant;Source;Langue;Résumé;Date de disponibilité;Date de publication;Importance matérielle;Couverture spatiale;Couverture temporelle;Licence;P35 has identified;P70 documents;P4 has time-span;P14 carried out by;P1 is identified by;P2 has type;;;;;;;;;;;
Redon (35). Carte archéologique communale. rapport d'étude;COURBOT Cécilia;;Service régional de l'archéologie de Bretagne;;;RAP02567;;French;;Disponible;1995;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). cité d'Alet. chantier des cathédrales. rapport de fouille programmée;DOS Antoine;RAP01169;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01169;Service régional de l'archéologie de Bretagne;French;;;1969;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). cité d'Alet; Saint-Servan-sur-Mer. rapport de fouille programmée;DOS Antoine;RAP01170;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01170;Service régional de l'archéologie de Bretagne;French;;;1968;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). La cité d'Alet à Saint-Servan-sur-Mer; rapport de fouille programmée;DOS Antoine;RAP01171;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01171;Service régional de l'archéologie de Bretagne;French;;;1967;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). chantier de fouille de la cité d'Alet; rapport de fouille programmée;DOS Antoine;RAP01172;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01172;Service régional de l'archéologie de Bretagne;French;;;1966;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). cité d'Alet à Saint-Servan-sur-Mer.;DOS Antoine;RAP01173;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01173;Service régional de l'archéologie de Bretagne;French;;;1965;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Le Tiercent (35). Le cimetière. rapport de sondage;http://www.viaf.org/viaf/245710659 Eneau, Thierry;;Service régional de l'archéologie de Bretagne;;;RAP00409;;French;;;1982;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Goazec (29). Le bourg. rapport de sondage;GAILLOT Pierre;RAP01006;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01006;Service régional de l'archéologie de Bretagne;French;;;1979;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ploulec'h (22). nettoyage et sondages au Yaudet. rapport de sondage;GARLAN Yvon;RAP00755;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00755;Service régional de l'archéologie de Bretagne;French;;;1969;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pleudaniel (22). Penn an Crac'h - Traou Nod. rapport de fouille programmé;GARLAN Yvon;RAP00793;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00793;Service régional de l'archéologie de Bretagne;French;;;1971;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Mohon (56). Le camp des Rouëts. rapport de fouille préventive;GARREC Hervé;RAP01025;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01025;Service régional de l'archéologie de Bretagne;French;;;1977;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). état des fouilles du site archéologique d'Alet. rapport de fouille;DOS Antoine;RAP01238;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01238;Service régional de l'archéologie de Bretagne;French;;;1964;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Réminiac (56). La Gréandais. rapport de sondage;GAUDIBERT Philippe;RAP01070;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01070;Service régional de l'archéologie de Bretagne;French;;;1972;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). kersigneau Saint-Jean. rapport intermédiaire de fouille programmée 1990-1991;GIOT Pierre-Roland;RAP00087;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00087;Service régional de l'archéologie de Bretagne;French;;;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Kersigneau Saint-Jean. rapport de sauvetage urgent.;GIOT Pierre-Roland;RAP00089;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00089;Service régional de l'archéologie de Bretagne;French;;;1987;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Kersigneau Saint-Jean. rapport de fouille programmée.;GIOT Pierre-Roland;RAP00090;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00090;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plobannalec (29). quelarn tronwal. goarem ar  c'horiquet. rapport de fouille programmée.;GIOT Pierre-Roland;RAP00124;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00124;Service régional de l'archéologie de Bretagne;French;;;1983;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Kersigneau Saint-Jean. rapport de fouille programmée.;GIOT Pierre-Roland;RAP00088;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00088;Service régional de l'archéologie de Bretagne;French;;;1988;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Kersigneau Saint-Jean. rapport de sauvetage urgent.;GIOT Pierre-Roland;RAP00091;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00091;Service régional de l'archéologie de Bretagne;French;;;1986;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Landunvez (29). Château de Trémazan. Rapport de fouille préventive;http://www.viaf.org/viaf/218421071 Durand, Gildas, 19..-;;Service régional de l'archéologie de Bretagne;;;5472;;French;L'état des lieux n'a pas permis cette année de débuter des travaux de restauration ou de consolidation des vestiges. Seuls des sondages archéologiques et des travaux de déblaiement ont été entrepris dans les deux enceintes et dans lesdouves.;Disponible;1978;1 vol. (69 p.) : ill. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de sauvetage urgent.;GIOT Pierre-Roland;RAP00302;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00302;Service régional de l'archéologie de Bretagne;French;;;1977;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de sondage.;GIOT Pierre-Roland;RAP00303;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00303;Service régional de l'archéologie de Bretagne;French;;;1977;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de fouille programmée annuelle.;GIOT Pierre-Roland;RAP00304;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00304;Service régional de l'archéologie de Bretagne;French;;;1979;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de fouille programmée annuelle.;GIOT Pierre-Roland;RAP00305;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00305;Service régional de l'archéologie de Bretagne;French;;;1980;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de fouille programmée annuelle.;GIOT Pierre-Roland;RAP00306;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00306;Service régional de l'archéologie de Bretagne;French;;;1981;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de fouille programmée annuelle.;GIOT Pierre-Roland;RAP00307;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00307;Service régional de l'archéologie de Bretagne;French;;;1982;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de fouille programmée annuelle.;GIOT Pierre-Roland;RAP00308;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00308;Service régional de l'archéologie de Bretagne;French;;;1983;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ambon (56). Rangliac. dolmen de Sainte-Julitte est. rapport de sondage;LABORDERIE Yvon;RAP01237;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01237;Service régional de l'archéologie de Bretagne;French;;;1979;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Paule (22). La forteresse de Saint-Symphorien. rapport intermédiaire de fouille programmée 1993-1995;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Service Régional de l'Archéologie;;;;;French;;Disponible;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Vannes (56). 13 rue André de Kerdrel. rapport de sondage;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Circonscription des Antiquités de Bretagne;;;;;French;;Disponible;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pluguffan (29). Le bourg; l'église. rapport de sauvetage urgent;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Circonscription des Antiquités de Bretagne;;;;;French;;Disponible;1986;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Aménagement de la rn 176. Section Vildé-Dinan. rapport de sondage;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Service Régional de l'Archéologie;;;;;French;;Disponible;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Dinan (22). 23 à 29 rue de la Croix. rapport de sondage;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Circonscription des Antiquités de Bretagne;;;RAP01144;;French;;Disponible;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Île-de-Bréhat (22). L'île Lavret. rapport de fouille programmée annuelle.;http://www.viaf.org/viaf/14770371 Giot, Pierre-Roland;RAP00309;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00309;Service régional de l'archéologie de Bretagne;French;;;1984;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Paule (22). La forteresse de Saint-Symphorien. rapport intermédiaire de fouille programmée 1993-1995;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Service Régional de l'Archéologie;;;RAP01219;;French;;Disponible;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Paule (22). Camp Saint-Symphorien. Forteresse seigneuriale du second âge du fer. rapport intermédiaire de fouille programmée 1996-1998;http://www.viaf.org/viaf/56621663 Ménez, Yves;RAP01384;DRAC Bretagne. Service Régional de l'Archéologie;Online PDF file;;RAP01384;Service régional de l'archéologie de Bretagne;French;;;1996;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Sizun (29). Kergréac'h. habitat. rapport de fouille;MERLAT Pierre;RAP01513;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01513;Service régional de l'archéologie de Bretagne;French;;;1955;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouénan (29). Parc-Ar-Coz-castel. ferme de Pratlouchouarn. rapport de fouille;MERLAT Pierre;RAP01531;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01531;Service régional de l'archéologie de Bretagne;French;;;1952;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rennes (35). rue de l'Hôtel Dieu; en bordure de trottoir. rapport de sondage;MERLAT Pierre;RAP01872;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01872;Service régional de l'archéologie de Bretagne;French;;;1955;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Cléden-Cap-Sizun (29). Trouguer. rapport préliminaire de fouille. 3e campagne;http://www.viaf.org/viaf/18795040 Merlat, Pierre;;Service régional de l'archéologie de Bretagne;;;RAP01495;;French;;;1955;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Langon (35). Balac. rapport de sondage;Merlet, Yves;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1970;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rennes (35). rue Lesage. rapport de sondage;MERLAT Pierre;RAP01873;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01873;Service régional de l'archéologie de Bretagne;French;;;1955;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ploubalay (22). Le Plessis Balisson. rapport de fouille préventive;MOUTON Daniel;RAP01148;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01148;Service régional de l'archéologie de Bretagne;French;;;1981;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de fouille programmée et étude des matériaux vitrifiés;NICOLARDOT Jean-Pierre;RAP00472;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00472;Service régional de l'archéologie de Bretagne;French;;;1984;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de fouille programmée;NICOLARDOT Jean-Pierre;RAP00475;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00475;Service régional de l'archéologie de Bretagne;French;;;1988;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de fouille programmée;NICOLARDOT Jean-Pierre;RAP00474;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00474;Service régional de l'archéologie de Bretagne;French;;;1987;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de fouille programmée;NICOLARDOT Jean-Pierre;RAP00473;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00473;Service régional de l'archéologie de Bretagne;French;;;1985;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de sauvetage urgent;NICOLARDOT Jean-Pierre;RAP00476;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00476;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Compte rendu de l'étude archéomagnétique de la  datation des structures du site de Plédran;NICOLARDOT Jean-Pierre;RAP00763;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00763;Service régional de l'archéologie de Bretagne;French;;;1982;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
l'arrondissement de Saint-Brieuc (22). rapport de prospection inventaire;NICOLARDOT Jean-Pierre;RAP00591;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00591;Service régional de l'archéologie de Bretagne;French;;;1988;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de fouille programmée et rapport de restauration d'un corpus d'objets en fer;NICOLARDOT Jean-Pierre;RAP00477;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00477;Service régional de l'archéologie de Bretagne;French;;;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Paule (22). Le camp de Saint-Symphorien. rapport de synthèse fouille programmée 1993-1995;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Service Régional de l'Archéologie;;;;;French;;Disponible;1995;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rennes (35). square nantaise; la tour Duchesne. rapport de sauvetage urgent.;PAPE Louis;RAP00365;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00365;Service régional de l'archéologie de Bretagne;French;;;1976;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Pluméliau (56). Déviation de la rd 768. rapport de prospection inventaire;Pannetier, Yannick;;Service régional de l'archéologie de Bretagne;;;RAP00928;;French;;;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plédran (22). Le camp de Péran. rapport de fouille programmée;NICOLARDOT Jean-Pierre;RAP01116;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01116;Service régional de l'archéologie de Bretagne;French;;;1983;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rennes (35). La chapelle Saint-Yves. rapport de sondage;PANNETIER Yannick;RAP00914;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00914;Service régional de l'archéologie de Bretagne;French;;;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Langon (35). rapport de prospection inventaire;NICOLAU GUILLAUMET Pierre-Louis;RAP00586;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00586;Service régional de l'archéologie de Bretagne;French;;;1985;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plonévez-du-Faou (29). Kervoël. rapport de fouille préventive;NIVART Jean;RAP01166;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01166;Service régional de l'archéologie de Bretagne;French;;;1979;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rennes (35). 16-18 rue Saint-Louis. rapport de sondage;Pannetier, Yannick;;Service régional de l'archéologie de Bretagne;;;RAP00897;;French;;Disponible;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Domineuc (35). Trévérien. future rn 137. rapport de sauvetage urgent;Pannnetier, Yannick;;DRAC Bretagne. Service Régional de l'Archéologie;;;;;French;;Disponible;1992;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
(29). Finistère sud. Le littoral de Trégunc à Nevez. rapport de prospection inventaire.;GAGEONNET Robert;RAP01397;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01397;Service régional de l'archéologie de Bretagne;French;;;1996;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Quimper (29). rozolen. voirie. rapport de fouille préventive;ROBIC Jean-Yves;RAP00714;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00714;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
(29). aménagement de la rocade sud-est de Quimper. rapport de sondage;ROBIC Jean-Yves;RAP00731;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00731;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Quiberon (56). Goulvars. rapport de sondage;ROBIC Jean-Yves;RAP00785;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00785;Service régional de l'archéologie de Bretagne;French;;;1987;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pontivy (56). Le château. rapport de sauvetage urgent.;Rose, Yannick;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pontivy (56). Le château. rapport de sauvetage urgent.;Rose, Yannick;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ouessant (29). Kergoff. rapport de sauvetage urgent.;ROBIC Jean-Yves;RAP00080;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00080;Service régional de l'archéologie de Bretagne;French;;;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Melrand (56). village de Lann Gouh. rapport de sauvetage urgent.;CHALAVOUX Joëlle;RAP00215;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00215;Service régional de l'archéologie de Bretagne;French;;;1986;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rieux (56). Le château. rapport de fouille programmée;RUELLAN Tugdual;RAP00966;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00966;Service régional de l'archéologie de Bretagne;French;;;1981;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pontivy (56). Château de Rohan. rapport de sondage;Rose, Yannick;;Service régional de l'archéologie de Bretagne;;;;;French;;;1991;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rieux (56). Le château. rapport de sondage;RUELLAN Tugdual;RAP00967;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00967;Service régional de l'archéologie de Bretagne;French;;;1980;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Tréflez (29). Chapelle Saint-Guevroc. rapport de sauvetage urgent.;http://www.viaf.org/viaf/9853318 Sanquer, René;;Circonscription archéologique de Bretagne. Direction des antiquités historiques;;;;;French;;Disponible;1978;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pont-Croix (29). Kervenennec. rapport de sauvetage urgent;http://www.viaf.org/viaf/9853318 Sanquer, René;RAP00463;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00463;Service régional de l'archéologie de Bretagne;French;;;1975;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pontivy (56). Le château des Rohan. rapport de sondage;Rose, Yannick;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1992;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Commana (29). L'église. rapport de sondage;Roussel, Claude;RAP00963;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00963;Service régional de l'archéologie de Bretagne;French;;;1981;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Brest (29). Le château. rapport de sondage;http://www.viaf.org/viaf/9853318 Sanquer, René;RAP00634;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00634;Service régional de l'archéologie de Bretagne;French;;;1966;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Paimpont (35). L'Hotel de Viviane. rapport de fp.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00055;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00055;Service régional de l'archéologie de Bretagne;French;;;1982;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Paimpont (35). L'Hotel de Viviane. rapport de fp1;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00056;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00056;Service régional de l'archéologie de Bretagne;French;;;1983;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Campénéac (56). La Croix Lucas. Le tombeau des géants. rapport de fouille programmée.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1982;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Langoëlan (56). Botcazo - le Merzer. rapport de sondage.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00203;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00203;Service régional de l'archéologie de Bretagne;French;;;1984;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Bruz (35). L'enclos circulaire du cas rouge. rapport de fp1;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00051;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00051;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Néant-sur-Yvel (56). Tumulus à le Jardin aux Moines. rapport de sauvetage programmé.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00221;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00221;Service régional de l'archéologie de Bretagne;French;;;1983;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Néant-sur-Yvel (56). Tumulus à le Jardin aux Moines. rapport de sauvetage programmé.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00222;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00222;Service régional de l'archéologie de Bretagne;French;;;1984;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Bruz (35). Le Cahot. Le menhir du Pré de la Pierre. rapport de sondage;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00317;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00317;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ouessant (29). Lann pen ar land. rapport de sauvetage programmé.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00345;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00345;Service régional de l'archéologie de Bretagne;French;;;1988;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ploërdut - Locuon (56). Tumulus de le Hinguer-Kerfandol.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00227;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00227;Service régional de l'archéologie de Bretagne;French;;;1985;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ploërmel (56). L'allée couverte de la ville bouquet. rapport de sondage et de prospection.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;;Service régional de l'archéologie de Bretagne;;;RAP00229;;French;;;1985;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Quiberon (56). habitat de l'âge du bronze du Vivier. rapport de fouille programmée annuelle.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00257;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00257;Service régional de l'archéologie de Bretagne;French;;;1986;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Botsorhel (29). La Croix Saint-Éner. rapport de fouille programmée;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1979;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Lannilis. rapport de fouille préventive;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00708;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00708;Service régional de l'archéologie de Bretagne;French;;;1978;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Just (35). La Grée de Cojoux. rapport intermédiaire de fouille programmée triannuelle 1990-1992.;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00385;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00385;Service régional de l'archéologie de Bretagne;French;;;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Kersandy. rapport de fouille programmée;http://www.viaf.org/viaf/9843844 Briard, Jacques, 1933-2002;RAP00702;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00702;Service régional de l'archéologie de Bretagne;French;;;1975;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
